NAME;LOCATION;STATUS;LATITUDE;NS;LONGITUDE;EW;ELEV;TYPE
Hachijo-jima;Izu Is-Japan;Historical;33.13;N;139.77;E;854;Stratovolcano
Myojin Knoll;Izu Is-Japan;Holocene;32.1;N;139.85;E;360;Submarine volcano
Aoga-shima;Izu Is-Japan;Historical;32.454;N;139.76;E;423;Stratovolcano
Bayonnaise Rocks;Izu Is-Japan;Historical;31.88;N;139.92;E;11;Submarine volcano
Smith Rock;Izu Is-Japan;Historical;31.436;N;140.05;E;136;Submarine volcano
Sofu-gan;Izu Is-Japan;Uncertain;29.789;N;140.35;E;99;Stratovolcano
Nishino-shima;Volcano Is-Japan;Historical;27.274;N;140.88;E;38;Caldera
Unnamed;Volcano Is-Japan;Uncertain;26.13;N;144.48;E;-3200;Submarine volcano
Tori-shima;Izu Is-Japan;Historical;30.48;N;140.31;E;394;Stratovolcano
Kaitoku Seamount;Volcano Is-Japan;Historical;26.122;N;141.10;E;-103;Submarine volcano
Kita-Iwo-jima;Volcano Is-Japan;Historical;25.424;N;141.28;E;792;Stratovolcano
Kita-Fukutokutai;Volcano Is-Japan;Historical;24.414;N;141.42;E;-73;Submarine volcano
Iwo-jima;Volcano Is-Japan;Historical;24.754;N;141.29;E;161;Caldera
Minami-Hiyoshi;Volcano Is-Japan;Historical;23.497;N;141.94;E;-30;Submarine volcano
Nikko;Volcano Is-Japan;Uncertain;23.075;N;142.31;E;-391;Submarine volcano
Fukujin;Volcano Is-Japan;Historical;21.93;N;143.47;E;-217;Submarine volcano
Kasuga;Volcano Is-Japan;Historical;21.765;N;143.71;E;-598;Submarine volcano
Minami Kasuga;Volcano Is-Japan;Holocene;21.6;N;143.64;E;-170;Submarine volcano
Unnamed;Mariana Is-C Pacific;Uncertain;21;N;142.90;E;;Submarine volcano
Unnamed;Mariana Is-C Pacific;Uncertain;20.3;N;143.20;E;;Submarine volcano
Fukutoku-Okanoba;Volcano Is-Japan;Historical;24.28;N;141.49;E;-14;Submarine volcano
Ahyi;Mariana Is-C Pacific;Seismicity;20.42;N;145.03;E;-137;Submarine volcano
Supply Reef;Mariana Is-C Pacific;Hydrophonic;20.13;N;145.10;E;-8;Submarine volcano
Maug Islands;Mariana Is-C Pacific;Holocene;20.02;N;145.22;E;227;Stratovolcano
Farallon de Pajaros;Mariana Is-C Pacific;Historical;20.53;N;144.90;E;360;Stratovolcano
Asuncion;Mariana Is-C Pacific;Historical;19.67;N;145.40;E;857;Stratovolcano
Agrigan;Mariana Is-C Pacific;Historical;18.77;N;145.67;E;965;Stratovolcano
Pagan;Mariana Is-C Pacific;Historical;18.13;N;145.80;E;570;Stratovolcano
Alamagan;Mariana Is-C Pacific;Radiocarbon;17.6;N;145.83;E;744;Stratovolcano
Sarigan;Mariana Is-C Pacific;Holocene;16.708;N;145.78;E;538;Stratovolcano
Guguan;Mariana Is-C Pacific;Historical;17.32;N;145.85;E;287;Stratovolcano
Ruby;Mariana Is-C Pacific;Historical;15.62;N;145.57;E;-230;Submarine volcano
Anatahan;Mariana Is-C Pacific;Historical;16.35;N;145.67;E;790;Stratovolcano
Northwest Rota-1;Mariana Is-C Pacific;Historical;14.601;N;144.78;E;-517;Submarine volcano
Esmeralda Bank;Mariana Is-C Pacific;Fumarolic;15;N;145.25;E;-43;Submarine volcano
E-san;Hokkaido-Japan;Historical;41.802;N;141.17;E;618;Stratovolcano
Oshima-Oshima;Hokkaido-Japan;Historical;41.507;N;139.37;E;737;Stratovolcano
Nigorigawa;Hokkaido-Japan;Pleistocene-Fumarolic;42.12;N;140.45;E;356;Hydrothermal field
Komaga-take;Hokkaido-Japan;Historical;42.061;N;140.68;E;1131;Stratovolcano
Niseko;Hokkaido-Japan;Tephrochronology;42.88;N;140.63;E;1154;Stratovolcano
Yotei;Hokkaido-Japan;Tephrochronology;42.83;N;140.82;E;1898;Stratovolcano
Shiribetsu;Hokkaido-Japan;Holocene;42.767;N;140.92;E;1107;Stratovolcano
Kuttara;Hokkaido-Japan;Tephrochronology;42.489;N;141.16;E;581;Stratovolcano
Usu;Hokkaido-Japan;Historical;42.541;N;140.84;E;737;Stratovolcano
Rishiri;Hokkaido-Japan;Radiocarbon;45.18;N;141.25;E;1721;Stratovolcano
Shikotsu;Hokkaido-Japan;Historical;42.688;N;141.38;E;1320;Caldera
Tokachi;Hokkaido-Japan;Historical;43.416;N;142.69;E;2077;Stratovolcano
Nipesotsu-Maruyama;Hokkaido-Japan;Historical;43.453;N;143.04;E;2013;Stratovolcano
Shikaribetsu Group;Hokkaido-Japan;Holocene;43.312;N;143.10;E;1401;Lava dome
Daisetsu;Hokkaido-Japan;Tephrochronology;43.661;N;142.86;E;2290;Stratovolcano
Akan;Hokkaido-Japan;Historical;43.384;N;144.01;E;1499;Caldera
Mashu;Hokkaido-Japan;Radiocarbon;43.57;N;144.57;E;855;Caldera
Rausu;Hokkaido-Japan;Tephrochronology;44.073;N;145.13;E;1660;Stratovolcano
Kutcharo;Hokkaido-Japan;Tephrochronology;43.608;N;144.44;E;999;Caldera
Shiretoko-Iwo-zan;Hokkaido-Japan;Historical;44.131;N;145.17;E;1563;Stratovolcano
Golovnin;Kuril Is;Historical;43.841;N;145.51;E;543;Caldera
Smirnov;Kuril Is;Holocene;44.42;N;146.14;E;1189;Stratovolcano
Mendeleev;Kuril Is;Historical;43.976;N;145.74;E;888;Stratovolcano
Tiatia;Kuril Is;Historical;44.351;N;146.26;E;1819;Stratovolcano
Lvinaya Past;Kuril Is;Radiocarbon;44.608;N;146.99;E;528;Stratovolcano
Berutarube;Kuril Is;Holocene;44.459;N;146.94;E;1221;Stratovolcano
Atsonupuri;Kuril Is;Historical;44.805;N;147.14;E;1206;Stratovolcano
Bogatyr Ridge;Kuril Is;Holocene;44.833;N;147.34;E;1634;Stratovolcano
Unnamed;Kuril Is;Uncertain;45.03;N;147.21;E;-930;Submarine volcano
Grozny Group;Kuril Is;Historical;45.026;N;147.92;E;1211;Complex volcano
Baransky;Kuril Is;Historical;45.097;N;148.02;E;1132;Stratovolcano
Golets-Tornyi Group;Kuril Is;Holocene;45.25;N;148.35;E;442;Pyroclastic cone
Chirip;Kuril Is;Historical;45.338;N;147.93;E;1587;Stratovolcano
Medvezhia;Kuril Is;Historical;45.387;N;148.84;E;1125;Somma volcano
Demon;Kuril Is;Holocene;45.5;N;148.85;E;1205;Stratovolcano
Ivao Group;Kuril Is;Holocene;45.77;N;149.68;E;1426;Cinder cone
Rudakov;Kuril Is;Holocene;45.88;N;149.83;E;542;Stratovolcano
Tri Sestry;Kuril Is;Holocene;45.93;N;149.92;E;998;Stratovolcano
Kolokol Group;Kuril Is;Historical;46.042;N;150.05;E;1328;Somma volcano
Unnamed;Kuril Is;Uncertain;46.1;N;150.50;E;-100;Submarine volcano
Chirpoi;Kuril Is;Historical;46.525;N;150.88;E;742;Caldera
Unnamed;Kuril Is;Hydrophonic;46.47;N;151.28;E;-502;Submarine volcano
Milne;Kuril Is;Holocene;46.82;N;151.78;E;1540;Somma volcano
Goriaschaia Sopka;Kuril Is;Historical;46.83;N;151.75;E;891;Stratovolcano
Zavaritzki Caldera;Kuril Is;Historical;46.925;N;151.95;E;624;Caldera
Urataman;Kuril Is;Holocene;47.12;N;152.25;E;678;Somma volcano
Prevo Peak;Kuril Is;Historical;47.02;N;152.12;E;1360;Stratovolcano
Ketoi;Kuril Is;Historical;47.35;N;152.48;E;1172;Stratovolcano
Srednii;Kuril Is;Holocene;47.6;N;152.92;E;36;Submarine volcano
Ushishur;Kuril Is;Historical;47.52;N;152.80;E;401;Caldera
Rasshua;Kuril Is;Historical;47.77;N;153.02;E;956;Stratovolcano
Unnamed;Kuril Is;Historical;48.08;N;153.33;E;-150;Submarine volcano
Sarychev Peak;Kuril Is;Historical;48.092;N;153.20;E;1496;Stratovolcano
Raikoke;Kuril Is;Historical;48.292;N;153.25;E;551;Stratovolcano
Chirinkotan;Kuril Is;Historical;48.98;N;153.48;E;724;Stratovolcano
Ekarma;Kuril Is;Historical;48.958;N;153.93;E;1170;Stratovolcano
Kuntomintar;Kuril Is;Pleistocene-Fumarolic;48.75;N;154.02;E;828;Hydrothermal field
Sinarka;Kuril Is;Historical;48.875;N;154.18;E;934;Stratovolcano
Kharimkotan;Kuril Is;Historical;49.12;N;154.51;E;1145;Stratovolcano
Tao-Rusyr Caldera;Kuril Is;Historical;49.35;N;154.70;E;1325;Stratovolcano
Nemo Peak;Kuril Is;Historical;49.57;N;154.81;E;1018;Caldera
Shirinki;Kuril Is;Holocene;50.2;N;154.98;E;761;Stratovolcano
Fuss Peak;Kuril Is;Historical;50.27;N;155.25;E;1772;Stratovolcano
Lomonosov Group;Kuril Is;Holocene;50.25;N;155.43;E;1681;Cinder cone
Karpinsky Group;Kuril Is;Historical;50.13;N;155.37;E;1345;Coness
Chikurachki;Kuril Is;Historical;50.325;N;155.46;E;1816;Stratovolcano
Vernadskii Ridge;Kuril Is;Holocene;50.55;N;155.97;E;1183;Cinder cone
Ebeko;Kuril Is;Historical;50.68;N;156.02;E;1156;Somma volcano
Alaid;Kuril Is;Historical;50.858;N;155.55;E;2339;Stratovolcano
Mashkovtsev;Kamchatka;Holocene;51.1;N;156.72;E;503;Stratovolcano
Kambalny;Kamchatka;Holocene;51.3;N;156.87;E;2156;Stratovolcano
Unnamed;Kamchatka;Holocene;51.6;N;156.55;E;298;Cinder cone
Diky Greben;Kamchatka;Radiocarbon;51.45;N;156.97;E;1070;Lava dome
Kurile Lake;Kamchatka;Radiocarbon;51.45;N;157.12;E;81;Caldera
Koshelev;Kamchatka;Historical;51.357;N;156.75;E;1812;Stratovolcano
Ilyinsky;Kamchatka;Historical;51.49;N;157.20;E;1578;Stratovolcano
Kell;Kamchatka;Holocene;51.65;N;157.35;E;900;Stratovolcano
Belenkaya;Kamchatka;Holocene;51.75;N;157.27;E;892;Stratovolcano
Zheltovsky;Kamchatka;Historical;51.57;N;157.32;E;1953;Stratovolcano
Ozernoy;Kamchatka;Holocene;51.88;N;157.38;E;562;Shield volcano
Olkoviy Volc Group;Kamchatka;Holocene;52.02;N;157.53;E;681;Volcanic field
Khodutka;Kamchatka;Radiocarbon;52.063;N;157.70;E;2090;Stratovolcano
Piratkovsky;Kamchatka;Holocene;52.113;N;157.85;E;1322;Stratovolcano
Ostanets;Kamchatka;Holocene;52.146;N;157.32;E;719;Shield volcano
Otdelniy;Kamchatka;Holocene;52.22;N;157.43;E;791;Shield volcano
Golaya;Kamchatka;Holocene;52.263;N;157.79;E;858;Stratovolcano
Asacha;Kamchatka;Holocene;52.355;N;157.83;E;1910;Complex volcano
Visokiy;Kamchatka;Holocene;52.43;N;157.93;E;1234;Stratovolcano
Ksudach;Kamchatka;Historical;51.8;N;157.53;E;1079;Stratovolcano
Mutnovsky;Kamchatka;Historical;52.453;N;158.20;E;2322;Complex volcano
Gorely;Kamchatka;Historical;52.558;N;158.03;E;1829;Caldera
Unnamed;Kamchatka;Holocene;52.57;N;157.02;E;610;Cinder cone
Tolmachev Dol;Kamchatka;Radiocarbon;52.63;N;157.58;E;1021;Cinder cone
Vilyuchik;Kamchatka;Tephrochronology;52.7;N;158.28;E;2173;Stratovolcano
Barkhatnaya Sopka;Kamchatka;Tephrochronology;52.823;N;158.27;E;870;Lava dome
Unnamed;Kamchatka;Holocene;52.92;N;158.52;E;450;Shield volcano
Unnamed;Kamchatka;Holocene;52.88;N;158.30;E;700;Shield volcano
Bolshe-Bannaya;Kamchatka;Holocene;52.9;N;157.78;E;1200;Lava dome
Opala;Kamchatka;Radiocarbon;52.543;N;157.34;E;2475;Caldera
Koryaksky;Kamchatka;Historical;53.32;N;158.69;E;3456;Stratovolcano
Avachinsky;Kamchatka;Historical;53.255;N;158.83;E;2741;Stratovolcano
Dzenzursky;Kamchatka;Holocene;53.637;N;158.92;E;2285;Compound volcano
Veer;Kamchatka;Tephrochronology;53.75;N;158.45;E;520;Cinder cone
Kostakan;Kamchatka;Holocene;53.83;N;158.05;E;1150;Cinder cone
Bakening;Kamchatka;Tephrochronology;53.905;N;158.07;E;2278;Stratovolcano
Zavaritsky;Kamchatka;Radiocarbon;53.905;N;158.39;E;1567;Cinder cone
Akademia Nauk;Kamchatka;Historical;53.98;N;159.45;E;1180;Stratovolcano
Zhupanovsky;Kamchatka;Historical;53.59;N;159.15;E;2958;Compound volcano
Karymsky;Kamchatka;Historical;54.05;N;159.45;E;1536;Stratovolcano
Maly Semiachik;Kamchatka;Historical;54.13;N;159.67;E;1560;Caldera
Bolshoi Semiachik;Kamchatka;Radiocarbon;54.32;N;160.02;E;1720;Stratovolcano
Taunshits;Kamchatka;Radiocarbon;54.53;N;159.80;E;2353;Stratovolcano
Uzon;Kamchatka;Radiocarbon;54.5;N;159.97;E;1617;Caldera
Kikhpinych;Kamchatka;Radiocarbon;54.487;N;160.25;E;1552;Stratovolcano
Krasheninnikov;Kamchatka;Radiocarbon;54.593;N;160.27;E;1856;Caldera
Schmidt;Kamchatka;Holocene;54.92;N;160.63;E;2020;Shield volcano
Kronotsky;Kamchatka;Historical;54.753;N;160.53;E;3528;Stratovolcano
Gamchen;Kamchatka;Tephrochronology;54.973;N;160.70;E;2576;Complex volcano
Vysoky;Kamchatka;Radiocarbon;55.07;N;160.77;E;2161;Stratovolcano
Komarov;Kamchatka;Radiocarbon;55.032;N;160.72;E;2070;Stratovolcano
Unnamed;Kamchatka;Holocene;55.92;N;161.75;E;;Cinder cone
Kizimen;Kamchatka;Historical;55.13;N;160.32;E;2376;Stratovolcano
Udina;Kamchatka;Holocene;55.755;N;160.53;E;2923;Stratovolcano
Zimina;Kamchatka;Holocene;55.862;N;160.60;E;3081;Stratovolcano
Tolbachik;Kamchatka;Historical;55.83;N;160.33;E;3682;Shield volcano
Kamen;Kamchatka;Holocene;56.02;N;160.59;E;4585;Stratovolcano
Bezymianny;Kamchatka;Historical;55.978;N;160.59;E;2882;Stratovolcano
Ushkovsky;Kamchatka;Historical;56.07;N;160.47;E;3943;Compound volcano
Kliuchevskoi;Kamchatka;Historical;56.057;N;160.64;E;4835;Stratovolcano
Piip;Kamchatka-E of;Tephrochronology;55.42;N;167.33;E;-300;Submarine volcano
Khangar;Kamchatka;Radiocarbon;54.75;N;157.38;E;2000;Stratovolcano
Cherpuk Group;Kamchatka;Holocene;55.55;N;157.47;E;1868;Pyroclastic cone
Shiveluch;Kamchatka;Historical;56.653;N;161.36;E;3283;Stratovolcano
Ichinsky;Kamchatka;Historical;55.68;N;157.73;E;3621;Stratovolcano
Maly Payalpan;Kamchatka;Holocene;55.82;N;157.98;E;1802;Shield volcano
Bolshoi Payalpan;Kamchatka;Holocene;55.88;N;157.78;E;1906;Shield volcano
Plosky;Kamchatka;Holocene;55.2;N;158.47;E;1236;Shield volcano
Akhtang;Kamchatka;Holocene;55.43;N;158.65;E;1956;Shield volcano
Kozyrevsky;Kamchatka;Holocene;55.58;N;158.38;E;2016;Shield volcano
Romanovka;Kamchatka;Holocene;55.65;N;158.80;E;1442;Stratovolcano
Uksichan;Kamchatka;Holocene;56.08;N;158.38;E;1692;Shield volcano
Bolshoi-Kekuknaysky;Kamchatka;Radiocarbon;56.47;N;157.80;E;1401;Shield volcano
Kulkev;Kamchatka;Holocene;56.37;N;158.37;E;915;Shield volcano
Geodesistoy;Kamchatka;Holocene;56.33;N;158.67;E;1170;Shield volcano
Anaun;Kamchatka;Holocene;56.32;N;158.83;E;1828;Stratovolcano
Krainy;Kamchatka;Holocene;56.37;N;159.03;E;1554;Shield volcano
Kekurny;Kamchatka;Holocene;56.4;N;158.85;E;1377;Shield volcano
Eggella;Kamchatka;Holocene;56.57;N;158.52;E;1046;Shield volcano
Unnamed;Kamchatka;Holocene;56.82;N;158.95;E;1185;Shield volcano
Verkhovoy;Kamchatka;Holocene;56.52;N;159.53;E;1400;Shield volcano
Alney-Chashakondzha;Kamchatka;Radiocarbon;56.7;N;159.65;E;2598;Stratovolcano
Cherny;Kamchatka;Holocene;56.82;N;159.67;E;1778;Stratovolcano
Pogranychny;Kamchatka;Holocene;56.85;N;159.80;E;1427;Shield volcano
Zaozerny;Kamchatka;Holocene;56.88;N;159.95;E;1349;Shield volcano
Bliznets;Kamchatka;Holocene;56.97;N;159.78;E;1244;Stratovolcano
Kebeney;Kamchatka;Holocene;57.1;N;159.93;E;1527;Shield volcano
Fedotych;Kamchatka;Holocene;57.13;N;160.40;E;965;Shield volcano
Shisheika;Kamchatka;Radiocarbon;57.15;N;161.08;E;379;Lava dome
Terpuk;Kamchatka;Radiocarbon;57.2;N;159.83;E;765;Shield volcano
Sedankinsky;Kamchatka;Radiocarbon;57.27;N;160.08;E;1241;Shield volcano
Leutongey;Kamchatka;Holocene;57.3;N;159.83;E;1333;Shield volcano
Tuzovsky;Kamchatka;Holocene;57.32;N;159.97;E;1533;Shield volcano
Gorny Institute;Kamchatka;Radiocarbon;57.33;N;160.20;E;2125;Stratovolcano
Kinenin;Kamchatka;Radiocarbon;57.35;N;160.97;E;583;Maar
Bliznetsy;Kamchatka;Radiocarbon;57.35;N;161.37;W;265;Lava cone
Titila;Kamchatka;Radiocarbon;57.4;N;160.10;E;1559;Shield volcano
Mezhdusopochny;Kamchatka;Holocene;57.47;N;160.25;E;1641;Shield volcano
Shishel;Kamchatka;Holocene;57.45;N;160.37;E;2525;Shield volcano
Elovsky;Kamchatka;Tephrochronology;57.55;N;160.53;E;1381;Shield volcano
Alngey;Kamchatka;Holocene;57.7;N;160.40;E;1853;Stratovolcano
Uka;Kamchatka;Holocene;57.7;N;160.58;E;1643;Shield volcano
Kaileney;Kamchatka;Holocene;57.8;N;160.67;E;1582;Shield volcano
Plosky;Kamchatka;Holocene;57.83;N;160.25;E;1255;Shield volcano
Bely;Kamchatka;Holocene;57.88;N;160.53;E;2080;Shield volcano
Nylgimelkin;Kamchatka;Radiocarbon;57.97;N;160.65;E;1764;Shield volcano
Snezhniy;Kamchatka;Holocene;58.02;N;160.80;E;2169;Shield volcano
Iktunup;Kamchatka;Holocene;58.08;N;160.77;E;2300;Shield volcano
Spokoiny;Kamchatka;Radiocarbon;58.13;N;160.82;E;2171;Stratovolcano
Ostry;Kamchatka;Holocene;58.18;N;160.82;E;2552;Stratovolcano
Snegovoy;Kamchatka;Holocene;58.2;N;160.97;E;2169;Shield volcano
Severny;Kamchatka;Radiocarbon;58.28;N;160.87;E;1936;Shield volcano
Iettunup;Kamchatka;Holocene;58.4;N;161.08;E;1340;Shield volcano
Voyampolsky;Kamchatka;Holocene;58.37;N;160.62;E;1225;Shield volcano
Balagan-Tas;Russia-NE;Historical;66.43;N;143.73;E;993;Cinder cone
Sikhote-Alin;Russia-SE;Holocene;47;N;137.50;E;;Volcanic field
Udokan Plateau;Russia-SE;Radiocarbon;56.28;N;117.77;E;2180;Pyroclastic cone
Vitim Plateau;Russia-SE;Holocene;53.7;N;113.30;E;1250;Cinder cone
Tunkin Depression;Russia-SE;Holocene;51.5;N;102.50;E;1200;Volcanic field
Oka Plateau;Russia-SE;Holocene;52.7;N;98.98;E;2077;Cinder cone
Azas Plateau;Russia-SE;Holocene;52.52;N;98.60;E;2765;Volcanic field
Taryatu-Chulutu;Mongolia;Radiocarbon;48.17;N;99.70;E;2400;Volcanic field
Khanuy Gol;Mongolia;Holocene;48.67;N;102.75;E;1886;Volcanic field
Bus-Obo;Mongolia;Holocene;47.12;N;109.08;E;1162;Cinder cone
Dariganga Volc Field;Mongolia;Holocene;45.33;N;114.00;E;1778;Cinder cone
Middle Gobi;Mongolia;Holocene;45.28;N;106.70;E;1120;Cinder cone
Turfan;China-W;Historical;42.9;N;89.25;E;;Cones
Tianshan Volc Group;China-W;Historical;42.5;N;82.50;E;;Volcanic field
Kunlun Volc Group;China-W;Historical;35.52;N;80.20;E;5808;Pyroclastic cone
Unnamed;China-W;Holocene;35.85;N;91.70;E;5400;Volcanic field
Honggeertu;China-E;Holocene;41.47;N;113.00;E;1700;Cinder cone
Keluo Group;China-E;Holocene;49.37;N;125.92;E;670;Pyroclastic cone
Wudalianchi;China-E;Historical;48.72;N;126.12;E;597;Volcanic field
Jingbo;China-E;Radiocarbon;44.08;N;128.83;E;500;Volcanic field
Longgang Group;China-E;Radiocarbon;42.33;N;126.50;E;1000;Cinder cone
Baitoushan;China-E;Historical;41.98;N;128.08;E;2744;Stratovolcano
Xianjindao;Korea;Historical;41.33;N;128.00;E;;Unknown
Ch'uga-ryong;Korea;Holocene;38.33;N;127.33;E;452;Shield volcano
Ulreung;Korea;Radiocarbon;37.5;N;130.87;E;984;Stratovolcano
Halla;Korea;Historical;33.37;N;126.53;E;1950;Shield volcano
Buldir;Aleutian Is;Holocene;52.35;N;175.91;E;656;Stratovolcano
Kiska;Aleutian Is;Historical;52.103;N;177.60;E;1220;Stratovolcano
Segula;Aleutian Is;Holocene;52.015;N;178.14;E;1160;Stratovolcano
Davidof;Aleutian Is;Holocene;51.97;N;178.33;E;328;Stratovolcano
Little Sitkin;Aleutian Is;Historical;51.95;N;178.54;E;1174;Stratovolcano
Semisopochnoi;Aleutian Is;Historical;51.93;N;179.58;E;1221;Stratovolcano
Gareloi;Aleutian Is;Historical;51.79;N;178.79;W;1573;Stratovolcano
Tanaga;Aleutian Is;Historical;51.885;N;178.15;W;1806;Stratovolcano
Takawangha;Aleutian Is;Holocene;51.873;N;178.01;W;1449;Stratovolcano
Bobrof;Aleutian Is;Holocene;51.91;N;177.44;W;738;Stratovolcano
Kanaga;Aleutian Is;Historical;51.923;N;177.17;W;1307;Stratovolcano
Moffett;Aleutian Is;Holocene;51.944;N;176.75;W;1196;Stratovolcano
Adagdak;Aleutian Is;Holocene;51.988;N;176.59;W;610;Stratovolcano
Great Sitkin;Aleutian Is;Historical;52.076;N;176.13;W;1740;Stratovolcano
Kasatochi;Aleutian Is;Historical;52.177;N;175.51;W;314;Stratovolcano
Koniuji;Aleutian Is;Uncertain;52.22;N;175.13;W;273;Stratovolcano
Sergief;Aleutian Is;Uncertain;52.05;N;174.95;W;560;Stratovolcano
Atka;Aleutian Is;Historical;52.381;N;174.15;W;1533;Stratovolcano
Seguam;Aleutian Is;Historical;52.315;N;172.51;W;1054;Stratovolcano
Amukta;Aleutian Is;Historical;52.5;N;171.25;W;1066;Stratovolcano
Chagulak;Aleutian Is;Holocene;52.577;N;171.13;W;1142;Stratovolcano
Yunaska;Aleutian Is;Historical;52.643;N;170.63;W;550;Shield volcano
Herbert;Aleutian Is;Holocene;52.742;N;170.11;W;1280;Stratovolcano
Carlisle;Aleutian Is;Historical;52.894;N;170.05;W;1620;Stratovolcano
Cleveland;Aleutian Is;Historical;52.825;N;169.94;W;1730;Stratovolcano
Uliaga;Aleutian Is;Holocene;53.065;N;169.77;W;888;Stratovolcano
Kagamil;Aleutian Is;Historical;52.974;N;169.72;W;893;Stratovolcano
Vsevidof;Aleutian Is;Historical;53.13;N;168.69;W;2149;Stratovolcano
Recheschnoi;Aleutian Is;Holocene;53.157;N;168.54;W;1984;Stratovolcano
Okmok;Aleutian Is;Historical;53.43;N;168.13;W;1073;Shield volcano
Bogoslof;Aleutian Is;Historical;53.93;N;168.03;W;150;Submarine volcano
Makushin;Aleutian Is;Historical;53.891;N;166.92;W;1800;Stratovolcano
Table Top-Wide Bay;Aleutian Is;Holocene;53.968;N;166.68;W;792;Cinder cone
Akutan;Aleutian Is;Historical;54.134;N;165.99;W;1303;Stratovolcano
Westdahl;Aleutian Is;Historical;54.518;N;164.65;W;1654;Stratovolcano
Fisher;Aleutian Is;Historical;54.65;N;164.43;W;1112;Stratovolcano
Shishaldin;Aleutian Is;Historical;54.756;N;163.97;W;2857;Stratovolcano
Isanotski;Aleutian Is;Uncertain;54.765;N;163.72;W;2446;Stratovolcano
Roundtop;Aleutian Is;Holocene;54.8;N;163.59;W;1871;Stratovolcano
Amak;Aleutian Is;Historical;55.424;N;163.15;W;488;Stratovolcano
Frosty;Alaska Peninsula;Holocene;55.082;N;162.81;W;2012;Stratovolcano
Dutton;Alaska Peninsula;Holocene;55.168;N;162.27;W;1506;Stratovolcano
Emmons Lake;Alaska Peninsula;Holocene;55.341;N;162.08;W;1436;Caldera
Pavlof;Alaska Peninsula;Historical;55.42;N;161.89;W;2519;Stratovolcano
Pavlof Sister;Alaska Peninsula;Historical;55.453;N;161.84;W;2142;Stratovolcano
Dana;Alaska Peninsula;Radiocarbon;55.641;N;161.21;W;1354;Stratovolcano
Stepovak;Alaska Peninsula;Holocene;55.93;N;160.00;W;1555;Cinder cone
Kupreanof;Alaska Peninsula;Historical;56.011;N;159.80;W;1895;Stratovolcano
Veniaminof;Alaska Peninsula;Historical;56.17;N;159.38;W;2507;Stratovolcano
Black Peak;Alaska Peninsula;Radiocarbon;56.552;N;158.79;W;1032;Stratovolcano
Aniakchak;Alaska Peninsula;Historical;56.88;N;158.17;W;1341;Caldera
Yantarni;Alaska Peninsula;Tephrochronology;57.019;N;157.19;W;1345;Stratovolcano
Chiginagak;Alaska Peninsula;Historical;57.135;N;156.99;W;2221;Stratovolcano
Kialagvik;Alaska Peninsula;Holocene;57.203;N;156.75;W;1677;Stratovolcano
Ugashik-Peulik;Alaska Peninsula;Historical;57.751;N;156.37;W;1474;Stratovolcano
Ukinrek Maars;Alaska Peninsula;Historical;57.832;N;156.51;W;91;Maar
Unnamed;Alaska Peninsula;Holocene;57.87;N;155.42;W;300;Lava dome
Martin;Alaska Peninsula;Historical;58.172;N;155.36;W;1863;Stratovolcano
Mageik;Alaska Peninsula;Holocene;58.195;N;155.25;W;2165;Stratovolcano
Trident;Alaska Peninsula;Historical;58.236;N;155.10;W;1864;Stratovolcano
Katmai;Alaska Peninsula;Historical;58.28;N;154.96;W;2047;Stratovolcano
Novarupta;Alaska Peninsula;Historical;58.27;N;155.16;W;841;Caldera
Griggs;Alaska Peninsula;Holocene;58.354;N;155.09;W;2317;Stratovolcano
Snowy Mountain;Alaska Peninsula;Holocene;58.336;N;154.68;W;2162;Stratovolcano
Denison;Alaska Peninsula;Uncertain;58.418;N;154.45;W;2287;Stratovolcano
Steller;Alaska Peninsula;Holocene;58.43;N;154.40;W;2272;Stratovolcano
Kukak;Alaska Peninsula;Fumarolic;58.453;N;154.36;W;2043;Stratovolcano
Kaguyak;Alaska Peninsula;Holocene;58.608;N;154.03;W;901;Stratovolcano
Fourpeaked;Alaska Peninsula;Holocene;58.77;N;153.67;W;2105;Stratovolcano
Douglas;Alaska Peninsula;Holocene;58.855;N;153.54;W;2140;Stratovolcano
Augustine;Alaska-SW;Historical;59.363;N;153.43;W;1252;Lava dome
Iliamna;Alaska-SW;Historical;60.032;N;153.09;W;3053;Stratovolcano
Redoubt;Alaska-SW;Historical;60.485;N;152.74;W;3108;Stratovolcano
Spurr;Alaska-SW;Historical;61.299;N;152.25;W;3374;Stratovolcano
Hayes;Alaska-SW;Radiocarbon;61.64;N;152.41;W;3034;Stratovolcano
St. Paul Island;Alaska-W;Radiocarbon;57.18;N;170.30;W;203;Shield volcano
Nunivak Island;Alaska-W;Holocene;60.02;N;166.33;W;511;Shield volcano
Ingakslugwat Hills;Alaska-W;Holocene;61.43;N;164.47;W;190;Cinder cone
St. Michael;Alaska-W;Anthropology;63.45;N;162.12;W;715;Shield volcano
Kookooligit Mountains;Alaska-W;Holocene;63.6;N;170.43;W;673;Shield volcano
Imuruk Lake;Alaska-W;Radiocarbon;65.6;N;163.92;W;610;Shield volcano
Buzzard Creek;Alaska-E;Radiocarbon;64.07;N;148.42;W;830;Tuff rings
Sanford;Alaska-E;Holocene;62.22;N;144.13;W;4949;Shield volcano
Wrangell;Alaska-E;Historical;62;N;144.02;W;4317;Shield volcano
Gordon;Alaska-E;Holocene;62.13;N;143.08;W;2755;Cinder cone
